name/season,shots,top-speed,duels-won,aerial-duels-won,crosses,fouls,distance,sprints,intensive-runs,injury_days_list,injury_days_vector
ludwig-augustinsson_2020/2021,18.0,31.77,213.0,50.0,84.0,13.0,259.1,477.0,1579.0,"[(1, 3), (13, 9), (5, 12), (1, 14), (13, 26)]","[0, 17, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 35]"
luka-jovic_2020/2021,26.0,33.44,116.0,36.0,2.0,11.0,96.0,138.0,466.0,"[(1, 7), (13, 10), (1, 3)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
lukas-klostermann_2019/2020,12.0,35.1,248.0,55.0,20.0,11.0,325.4,670.0,1878.0,"[(3, 4)]","[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-klostermann_2020/2021,12.0,35.22,129.0,27.0,6.0,6.0,178.6,346.0,973.0,"[(1, 39), (3, 63)]","[0, 39, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-klostermann_2021/2022,7.0,35.97,141.0,34.0,3.0,9.0,195.2,339.0,1078.0,"[(13, 14), (1, 25)]","[0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
lukas-klostermann_2022/2023,5.0,34.4,80.0,21.0,3.0,6.0,111.6,184.0,562.0,"[(1, 45), (10, 90)]","[0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0]"
lukas-klostermann_2023/2024,6.0,34.75,108.0,25.0,6.0,11.0,173.4,283.0,878.0,"[(13, 40), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 40]"
lukas-kubler_2019/2020,2.0,31.82,20.0,7.0,1.0,2.0,26.2,38.0,131.0,"[(11, 25), (3, 199)]","[0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0]"
lukas-kubler_2021/2022,13.0,34.2,242.0,57.0,39.0,24.0,282.8,479.0,1455.0,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-kubler_2022/2023,9.0,34.71,161.0,39.0,21.0,17.0,200.2,307.0,978.0,"[(11, 5), (1, 31)]","[0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
lukas-kubler_2023/2024,8.0,36.08,204.0,47.0,17.0,19.0,225.9,345.0,1081.0,"[(4, 26)]","[0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-nmecha_2019/2020,3.0,33.62,17.0,2.0,1.0,3.0,18.9,44.0,122.0,"[(2, 7)]","[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-nmecha_2021/2022,54.0,34.52,202.0,39.0,18.0,29.0,199.2,467.0,1372.0,"[(4, 74), (13, 7)]","[0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
lukas-nmecha_2022/2023,22.0,34.0,111.0,22.0,5.0,6.0,109.4,236.0,750.0,"[(3, 77), (3, 84), (3, 12)]","[0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukasz-piszczek_2019/2020,8.0,34.04,210.0,41.0,20.0,17.0,252.5,479.0,1428.0,"[(1, 11), (1, 6)]","[0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukasz-piszczek_2020/2021,1.0,33.11,46.0,12.0,4.0,1.0,56.9,119.0,338.0,"[(1, 10), (1, 5), (5, 9)]","[0, 15, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0]"
mads-pedersen_2020/2021,1.0,34.63,109.0,11.0,16.0,16.0,109.5,282.0,766.0,"[(13, 10), (1, 39)]","[0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
mads-pedersen_2022/2023,11.0,34.71,191.0,10.0,31.0,22.0,227.1,602.0,1536.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mads-pedersen_2023/2024,12.0,33.92,208.0,16.0,41.0,32.0,225.7,573.0,1578.0,"[(4, 10)]","[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mahmoud-dahoud_2019/2020,13.0,32.21,73.0,4.0,4.0,12.0,79.4,99.0,463.0,"[(3, 32)]","[0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mahmoud-dahoud_2020/2021,18.0,32.32,182.0,16.0,2.0,27.0,77.5,102.0,479.0,"[(1, 3), (11, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
mahmoud-dahoud_2021/2022,25.0,32.01,192.0,15.0,7.0,20.0,219.7,290.0,1372.0,"[(9, 84), (5, 3), (3, 49)]","[0, 0, 0, 49, 0, 3, 0, 0, 0, 84, 0, 0, 0, 0]"
manu-kone_2023/2024,25.0,32.81,251.0,20.0,3.0,27.0,203.0,297.0,1273.0,"[(1, 32), (1, 4), (1, 5)]","[0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
manuel-akanji_2021/2022,12.0,34.38,237.0,65.0,3.0,19.0,243.4,365.0,1259.0,"[(1, 3), (1, 27), (8, 9), (3, 35)]","[0, 30, 0, 35, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0]"
manuel-gulde_2020/2021,7.0,32.87,171.0,62.0,2.0,14.0,230.4,214.0,1024.0,"[(1, 70)]","[0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
manuel-gulde_2022/2023,2.0,30.4,67.0,25.0,1.0,8.0,77.5,104.0,339.0,"[(13, 23), (11, 79), (5, 24), (6, 7)]","[0, 0, 0, 0, 0, 24, 7, 0, 0, 0, 0, 79, 0, 23]"
manuel-gulde_2023/2024,10.0,31.62,156.0,54.0,1.0,15.0,227.5,278.0,967.0,"[(1, 6)]","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
manuel-prietl_2020/2021,18.0,31.87,271.0,46.0,2.0,35.0,363.1,393.0,1940.0,"[(1, 15), (1, 3)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
manuel-prietl_2021/2022,16.0,32.81,246.0,37.0,5.0,40.0,286.5,350.0,1402.0,"[(11, 5), (11, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0]"
marc-oliver-kempf_2020/2021,17.0,34.49,370.0,121.0,7.0,34.0,305.8,509.0,1561.0,"[(9, 63)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0]"
marc-oliver-kempf_2021/2022,18.0,34.32,250.0,88.0,3.0,27.0,210.4,333.0,1017.0,"[(13, 31)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31]"
marcel-halstenberg_2019/2020,30.0,32.58,275.0,70.0,19.0,24.0,304.2,535.0,1742.0,"[(13, 7), (1, 17), (5, 7), (0, 11), (3, 11)]","[11, 17, 0, 11, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7]"
marcel-halstenberg_2020/2021,14.0,31.99,209.0,54.0,18.0,15.0,197.6,310.0,1065.0,"[(13, 17), (1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
marcel-halstenberg_2021/2022,5.0,32.93,60.0,11.0,2.0,3.0,60.1,108.0,373.0,"[(6, 196)]","[0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0]"
marcel-halstenberg_2022/2023,8.0,33.22,164.0,27.0,23.0,18.0,192.1,399.0,1173.0,"[(1, 3), (5, 11)]","[0, 3, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]"
marcel-sabitzer_2019/2020,70.0,34.48,264.0,33.0,66.0,18.0,320.1,662.0,2015.0,"[(3, 8)]","[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marcel-sabitzer_2020/2021,59.0,33.6,217.0,21.0,19.0,21.0,223.1,371.0,1446.0,"[(8, 5), (1, 24)]","[0, 24, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
marcel-sabitzer_2021/2022,21.0,33.0,115.0,16.0,13.0,17.0,133.4,287.0,1007.0,"[(1, 5), (8, 25)]","[0, 5, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0]"
marcel-sabitzer_2022/2023,15.0,32.02,73.0,12.0,2.0,8.0,84.2,134.0,580.0,"[(3, 36), (0, 3)]","[3, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marcel-sabitzer_2023/2024,49.0,33.51,170.0,12.0,11.0,15.0,259.7,580.0,1874.0,"[(11, 2), (8, 3), (13, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 22]"
marcel-schmelzer_2019/2020,2.0,31.32,13.0,5.0,1.0,1.0,10.4,35.0,86.0,"[(3, 25), (1, 14), (1, 53), (1, 23)]","[0, 90, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marcel-tisserand_2019/2020,7.0,32.58,142.0,42.0,4.0,26.0,145.2,232.0,819.0,"[(11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
marcelo-saracchi_2019/2020,3.0,32.62,21.0,4.0,7.0,1.0,22.0,68.0,157.0,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
marcin-kaminski_2022/2023,5.0,31.79,67.0,34.0,2.0,1.0,69.9,85.0,296.0,"[(5, 17), (11, 21), (11, 6), (12, 114)]","[0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 27, 114, 0]"
marco-friedl_2020/2021,7.0,33.18,278.0,45.0,1.0,27.0,321.0,519.0,1639.0,"[(0, 21), (13, 10)]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
marco-friedl_2022/2023,5.0,33.85,276.0,76.0,11.0,23.0,288.7,490.0,1533.0,"[(11, 13), (13, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 3]"
marco-john_2020/2021,5.0,32.05,124.0,15.0,23.0,4.0,127.4,343.0,975.0,"[(4, 21), (11, 18), (0, 7)]","[7, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
marco-meyerhofer_2021/2022,10.0,31.86,233.0,33.0,40.0,18.0,277.9,602.0,1808.0,"[(4, 134), (1, 14)]","[0, 14, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marco-reus_2019/2020,47.0,31.86,149.0,9.0,5.0,13.0,194.1,515.0,1379.0,"[(11, 79)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0]"
marco-reus_2020/2021,59.0,32.26,267.0,16.0,18.0,27.0,288.5,761.0,2144.0,"[(4, 18), (1, 32)]","[0, 32, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marco-reus_2021/2022,50.0,31.97,262.0,13.0,12.0,20.0,309.5,839.0,2391.0,"[(1, 24), (11, 7), (11, 21), (1, 11), (3, 4), (3, 3)]","[0, 35, 0, 7, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0]"
marco-reus_2022/2023,38.0,32.01,122.0,15.0,6.0,14.0,172.5,478.0,1274.0,"[(11, 4), (11, 10), (4, 56), (4, 17), (4, 24)]","[0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 14, 0, 0]"
marco-reus_2023/2024,39.0,31.49,153.0,14.0,8.0,19.0,207.2,507.0,1441.0,"[(11, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0]"
marco-richter_2019/2020,64.0,32.47,256.0,27.0,31.0,26.0,278.5,701.0,1802.0,"[(13, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]"
marco-richter_2020/2021,57.0,31.99,207.0,22.0,36.0,18.0,183.8,467.0,1289.0,"[(4, 14)]","[0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marco-richter_2021/2022,45.0,32.47,193.0,10.0,31.0,26.0,212.4,538.0,1447.0,"[(8, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]"
marco-richter_2022/2023,47.0,32.03,223.0,10.0,44.0,34.0,226.1,612.0,1596.0,"[(1, 7), (11, 10)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
marcus-ingvartsen_2019/2020,47.0,32.88,185.0,52.0,10.0,47.0,228.8,544.0,1879.0,"[(1, 21)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marcus-ingvartsen_2020/2021,36.0,32.09,236.0,50.0,21.0,40.0,260.2,623.0,2091.0,"[(5, 18), (1, 21)]","[0, 21, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0]"
marcus-ingvartsen_2022/2023,37.0,32.22,144.0,43.0,7.0,32.0,171.8,417.0,1351.0,"[(4, 14), (10, 24)]","[0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 24, 0, 0, 0]"
marcus-thuram_2019/2020,59.0,35.6,406.0,83.0,24.0,47.0,267.8,697.0,1823.0,"[(3, 3)]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marcus-thuram_2020/2021,58.0,34.47,333.0,68.0,21.0,36.0,207.8,477.0,1427.0,"[(13, 3), (3, 4), (4, 87)]","[0, 0, 0, 4, 87, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
marcus-thuram_2021/2022,31.0,34.64,164.0,26.0,3.0,12.0,106.2,272.0,736.0,"[(1, 31), (13, 4), (3, 59), (3, 10)]","[0, 31, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
marcus-thuram_2022/2023,89.0,35.72,312.0,51.0,7.0,31.0,271.4,721.0,1819.0,"[(1, 18), (1, 3), (3, 9), (8, 3)]","[0, 21, 0, 9, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
mario-gotze_2019/2020,8.0,32.9,60.0,3.0,7.0,6.0,70.1,168.0,609.0,"[(11, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
mario-gotze_2022/2023,27.0,31.81,278.0,3.0,50.0,20.0,365.9,737.0,3035.0,"[(13, 5), (4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
mario-gotze_2023/2024,15.0,30.95,216.0,8.0,25.0,14.0,278.2,479.0,2145.0,"[(5, 3)]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
marius-wolf_2019/2020,14.0,34.21,144.0,26.0,34.0,14.0,181.5,433.0,1183.0,"[(1, 42), (4, 4)]","[0, 42, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marius-wolf_2021/2022,21.0,34.11,121.0,11.0,18.0,17.0,174.8,473.0,1290.0,"[(13, 21), (4, 17)]","[0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 21]"
marius-wolf_2022/2023,22.0,34.5,180.0,8.0,49.0,11.0,199.7,487.0,1282.0,"[(11, 5), (2, 60)]","[0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
marius-wolf_2023/2024,10.0,33.83,95.0,10.0,32.0,7.0,150.1,351.0,941.0,"[(10, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
mark-uth_2020/2021,38.0,33.32,155.0,8.0,14.0,27.0,189.5,447.0,1479.0,"[(4, 11)]","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mark-uth_2023/2024,12.0,30.87,42.0,2.0,7.0,7.0,49.5,119.0,371.0,"[(11, 9), (11, 17), (3, 85), (11, 18), (1, 33), (11, 13)]","[0, 33, 0, 85, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0]"
markus-suttner_2019/2020,15.0,33.67,121.0,23.0,50.0,11.0,165.2,336.0,1021.0,"[(13, 20), (1, 48), (13, 16)]","[0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36]"
marnon-busch_2023/2024,5.0,32.92,55.0,11.0,18.0,9.0,72.7,130.0,411.0,"[(3, 29), (1, 26)]","[0, 26, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
martin-hinteregger_2019/2020,43.0,34.1,314.0,87.0,10.0,32.0,304.5,480.0,1446.0,"[(1, 0)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
martin-hinteregger_2020/2021,25.0,33.26,366.0,129.0,5.0,32.0,296.3,486.0,1488.0,"[(13, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35]"
marton-dardai_2020/2021,2.0,32.25,56.0,10.0,1.0,9.0,97.0,118.0,522.0,"[(13, 3), (3, 4), (1, 14)]","[0, 14, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
marton-dardai_2021/2022,4.0,32.52,56.0,15.0,1.0,10.0,86.9,112.0,433.0,"[(13, 18), (4, 25), (1, 17), (11, 3), (1, 7), (1, 14), (4, 28)]","[0, 38, 0, 0, 53, 0, 0, 0, 0, 0, 0, 3, 0, 18]"
marvin-ducksch_2022/2023,93.0,32.68,134.0,25.0,37.0,3.0,327.0,607.0,1956.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marvin-ducksch_2023/2024,80.0,32.01,109.0,29.0,35.0,4.0,305.8,483.0,1755.0,"[(13, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]"
marvin-friedrich_2021/2022,19.0,32.99,178.0,67.0,4.0,16.0,205.2,228.0,980.0,"[(11, 7), (11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
marvin-friedrich_2023/2024,12.0,32.83,119.0,44.0,1.0,10.0,177.3,162.0,697.0,"[(6, 6), (0, 3)]","[3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
marvin-mehlem_2023/2024,21.0,32.51,146.0,16.0,11.0,20.0,187.4,407.0,1271.0,"[(8, 67), (8, 54)]","[0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0]"
marvin-plattenhardt_2019/2020,4.0,32.63,121.0,23.0,32.0,11.0,158.1,249.0,826.0,"[(2, 14), (4, 4), (13, 24)]","[0, 0, 14, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 24]"
marvin-plattenhardt_2020/2021,3.0,33.08,72.0,9.0,37.0,8.0,122.8,249.0,710.0,"[(11, 4), (13, 42)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 42]"
marvin-plattenhardt_2021/2022,7.0,32.33,146.0,21.0,31.0,13.0,184.4,362.0,1058.0,"[(1, 11), (1, 4), (13, 18)]","[0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]"
matej-maglica_2023/2024,10.0,33.37,173.0,62.0,4.0,30.0,193.7,254.0,926.0,"[(8, 17), (13, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 6]"
mateo-klimowicz_2020/2021,33.0,33.47,128.0,3.0,4.0,12.0,157.2,354.0,1072.0,"[(13, 14), (1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
mateo-klimowicz_2021/2022,9.0,34.22,65.0,2.0,3.0,9.0,82.0,168.0,589.0,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
mateu-morey_2019/2020,2.0,32.72,23.0,2.0,7.0,3.0,24.1,59.0,155.0,"[(9, 56)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0]"
mateu-morey_2020/2021,2.0,32.31,65.0,6.0,31.0,11.0,96.6,225.0,623.0,"[(3, 375), (1, 11), (1, 7), (1, 35)]","[0, 53, 0, 375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
matheus-cunha_2019/2020,49.0,33.94,198.0,10.0,7.0,33.0,120.9,343.0,923.0,"[(2, 13), (11, 3)]","[0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
matheus-cunha_2020/2021,73.0,34.66,385.0,20.0,24.0,44.0,232.7,593.0,1579.0,"[(4, 34), (13, 15), (0, 5)]","[5, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
mathew-leckie_2019/2020,1.0,34.59,27.0,5.0,1.0,4.0,26.5,70.0,194.0,"[(3, 17), (1, 7)]","[0, 7, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mathew-leckie_2020/2021,2.0,32.83,72.0,18.0,8.0,9.0,68.5,181.0,526.0,"[(1, 9), (5, 12), (2, 14)]","[0, 9, 14, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
mathias-honsak_2023/2024,24.0,33.79,91.0,21.0,7.0,14.0,128.4,275.0,804.0,"[(8, 25), (11, 20)]","[0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 20, 0, 0]"
mathias-olesen_2022/2023,1.0,33.56,50.0,2.0,2.0,6.0,69.5,126.0,514.0,"[(4, 63)]","[0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mathias-olesen_2023/2024,1.0,30.71,10.0,1.0,1.0,3.0,18.4,30.0,151.0,"[(13, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25]"
mathys-tel_2022/2023,20.0,33.03,56.0,11.0,4.0,8.0,56.3,149.0,419.0,"[(1, 11), (6, 4)]","[0, 11, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
mats-hummels_2020/2021,28.0,31.81,386.0,168.0,1.0,28.0,62.7,84.0,310.0,"[(3, 3), (13, 7), (4, 18)]","[0, 0, 0, 3, 18, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
mats-hummels_2021/2022,12.0,31.32,216.0,90.0,1.0,15.0,201.6,289.0,1011.0,"[(1, 80), (3, 21), (3, 49)]","[0, 80, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mats-hummels_2022/2023,16.0,32.68,266.0,102.0,4.0,18.0,226.9,357.0,1142.0,"[(13, 0), (0, 3)]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mats-hummels_2023/2024,16.0,32.44,185.0,46.0,1.0,12.0,176.3,253.0,859.0,"[(11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
matteo-guendouzi_2020/2021,18.0,32.1,199.0,17.0,4.0,21.0,217.6,372.0,1409.0,"[(4, 85), (1, 4)]","[0, 4, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
matthias-bader_2023/2024,17.0,33.43,211.0,17.0,23.0,17.0,221.6,456.0,1484.0,"[(1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
matthias-ginter_2019/2020,18.0,32.42,249.0,119.0,4.0,12.0,323.2,365.0,1442.0,"[(1, 4), (9, 21), (5, 3)]","[0, 4, 0, 0, 0, 3, 0, 0, 0, 21, 0, 0, 0, 0]"
matthias-ginter_2021/2022,27.0,31.91,229.0,91.0,15.0,8.0,263.7,349.0,1219.0,"[(1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
matthias-ginter_2023/2024,9.0,31.53,149.0,56.0,8.0,6.0,207.3,223.0,901.0,"[(4, 87), (4, 16), (4, 12), (11, 5)]","[0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
matthijs-de-ligt_2022/2023,25.0,33.23,253.0,118.0,2.0,19.0,288.0,345.0,1441.0,"[(3, 10), (13, 3)]","[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
matthijs-de-ligt_2023/2024,14.0,32.81,117.0,57.0,2.0,11.0,163.8,204.0,766.0,"[(10, 9), (3, 42), (1, 22), (8, 7)]","[0, 22, 0, 42, 0, 0, 0, 0, 7, 0, 9, 0, 0, 0]"
mattias-svanberg_2022/2023,29.0,34.08,187.0,28.0,16.0,25.0,235.5,668.0,2018.0,"[(11, 7), (13, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 3]"
mattias-svanberg_2023/2024,41.0,35.0,197.0,17.0,12.0,39.0,215.3,424.0,1499.0,"[(9, 54)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0]"
matus-bero_2023/2024,28.0,33.18,141.0,22.0,11.0,37.0,218.5,658.0,1724.0,"[(3, 17), (3, 61), (1, 8)]","[0, 8, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
max-christiansen_2021/2022,10.0,32.85,247.0,62.0,3.0,20.0,275.5,471.0,1964.0,"[(13, 10), (11, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 10]"
max-finkgrafe_2023/2024,12.0,34.22,236.0,27.0,42.0,19.0,211.9,509.0,1480.0,"[(4, 6)]","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
max-kruse_2020/2021,29.0,32.45,115.0,15.0,21.0,5.0,168.0,368.0,1144.0,"[(1, 11), (1, 77)]","[0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
max-kruse_2021/2022,51.0,31.15,176.0,28.0,46.0,6.0,266.9,572.0,1794.0,"[(13, 14), (4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
max-kruse_2022/2023,8.0,31.2,20.0,6.0,3.0,3.0,32.2,82.0,240.0,"[(1, 61)]","[0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maxence-lacroix_2021/2022,16.0,35.51,358.0,95.0,4.0,35.0,273.8,617.0,1668.0,"[(1, 6)]","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maxence-lacroix_2022/2023,4.0,35.23,175.0,70.0,1.0,18.0,184.0,398.0,1118.0,"[(9, 70)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0]"
maxim-leitsch_2021/2022,4.0,33.52,140.0,47.0,4.0,7.0,180.3,348.0,1017.0,"[(13, 102)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102]"
maximilian-arnold_2022/2023,33.0,32.96,259.0,49.0,8.0,34.0,355.1,466.0,2202.0,"[(5, 5)]","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
maximilian-arnold_2023/2024,33.0,32.33,217.0,24.0,18.0,35.0,323.9,375.0,1821.0,"[(11, 3), (5, 3), (11, 9)]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12, 0, 0]"
